59319634674.48503115,10099441495.991330802,0.0,0.0,0.0,0.0,-118953286017.22702688,0.0,0.0,-42094660787.181014135,0.0,0.0,0.0,21783470330.423399135
0.0,-9078450571.17195137,0.0,0.0,0.0,24129357550.726341171,0.0,15742775097.709021891,-11552028385.083260568,27970050039.298596442,-11538195194.275437636,11366692125.173528768,0.0,0.0
0.0,17829336094.342503214,-14379543884.43440807,0.0,0.0,0.0,0.0,0.0,2996752453.2325579785,0.0,541031281.97917552525,0.0,0.0,11900668254.347084649
0.0,0.0,0.0,-3309924986.089754433,0.0,-8863530451.36101673,-1776843265.2617446124,2080598259.0062943504,8348263040.8752348726,0.0,2974916534.9051406367,0.0,-5535691285.2731508547,0.0
2543872658.8309869254,1623770645.1895176109,-286158189.87052355637,0.0,1584895324.3311755552,0.0,0.0,0.0,0.0,0.0,1702993778.6203365278,-4510410504.7091519157,0.0,0.0
1203461434.8363553217,-1166277491.1463203798,0.0,248921326.954210975,-128196658.19261621633,-1255661636.9047556148,0.0,0.0,0.0,-525438815.3785670168,-181975694.17671076671,0.0,-355176079.31161489408,0.0
377280645.62608840302,-345133550.2721228529,0.0,0.0,0.0,0.0,0.0,179438976.04457013859,0.0,718284649.95880177757,103338172.609897417846,0.0,-49017010.50337114084,0.0
-2351411.7537372658153,0.0,0.0,0.0,-110541065.6427452357,55152234.470164983464,107449542.834887536286,0.0,0.0,0.0,39296820.147186068185,48242607.83352135529,91041953.45193527211,222703699.70755894062
-23833628.683398661049,0.0,0.0,42012422.64184232104,9482221.950525411305,0.0,49568164.568537132203,0.0,0.0,65940418.997319275084,-28366759.709202031103,0.0,0.0,36356830.925921512768
25214714.206846077064,0.0,0.0,43530214.056565438317,14285277.0969950853305,0.0,0.0,0.0,27349130.207394191193,0.0,0.0,15337764.307882009249,0.0,0.0
-4398290.9184052546216,18133566.074594574928,301823.96041770333653,0.0,-2745566.2767748742217,3477614.3931375193597,8042084.890207505493,7317324.181551620094,0.0,0.0,0.0,14333072.204377753098,-6761906.1676077047364,-5756219.4141727942824
0.0,-1433436.965702423819,-1174252.1423865691154,-998697.4859223799711,-2927425.3830791611647,0.0,-1383853.501627806225,2429665.9072776487824,-2541173.275402436397,947169.9843423958479,0.0,5821891.3434684815666,0.0,3072894.5201533042118
0.0,-43480.729689145521093,0.0,-824263.4480021064189,-1052952.06354445131,-323500.13082424500743,0.0,-48135.08215425541391,0.0,468604.93670743843825,0.0,132445.29610819412571,952339.9751635655307,2368784.5141741468985
0.0,675069.740133822104,0.0,-62784.835136810792967,111912.461598598166006,0.0,0.0,0.0,446498.1742239685754,-227206.6838133178405,0.0,-161419.01602322554508,0.0,593977.51479977557557
-141265.77370506302091,209663.84103756091572,0.0,370865.43509885864518,0.0,0.0,72510.513729005976884,205124.26653804436182,-55249.83854948377363,8496.301395745063351,0.0,0.0,134099.7194883332011,0.0
-61481.437073938664014,-2988.8208846075176919,0.0,51648.678548179821817,0.0,0.0,0.0,54299.571130792387002,-16764.260020889569132,54990.677061891528297,0.0,58728.987803154342465,-31001.01960020492868,50706.712513595259686
7560.7568227277120387,0.0,0.0,0.0,998.8918928862139115,8527.056185134060196,0.0,0.0,19717.003141289191765,15614.318009951771927,12183.446154469572057,9946.346969108047041,-12497.109007657257695,-16000.708550772591547
7298.32714302609687,2504.3899058369425354,-3154.5464356287099816,0.0,-1322.3788659425531964,12311.97911242962801,0.0,0.0,-2150.75365272619564,0.0,0.0,0.0,6893.54799006526917,0.0
0.0,0.0,0.0,2465.5932422865918372,0.0,-2573.0302732460994788,0.0,0.0,0.0,-583.6066374158448707,0.0,0.0,0.0,4903.6945086209483513
0.0,0.0,0.0,0.0,89.24679347918316194,0.0,1057.2444708719984836,0.0,0.0,0.0,0.0,255.63655392387570206,3082.5135326865850822,0.0
21.19531050031954382,35.521692363054267142,0.0,0.0,-205.58552580390249595,611.05747584989295246,0.0,0.0,0.0,98.114962425302320134,527.30119992688993086,-637.1284456143765235,0.0,824.21378816990437977
110.96176932703579813,25.366549196074571738,106.60841296911502503,244.52322395521567977,127.556711341375420776,-127.2117026831749448,0.0,0.0,39.842686074251248227,131.32557415274301243,235.79233319310163734,-94.135574003808161044,0.0,-5.823493093210913564
0.0,0.0,-21.003587257066350132,0.0,87.06791246933645581,0.0,0.0,0.0,0.0,0.0,14.670587729140262195,68.54435261254496247,0.0,0.0
-51.120441417613903028,0.0,-2.8397501275684419089,38.591142572743002612,0.0,99.59252053120705302,23.092767506275266018,0.0,0.0,-7.4541526274453067287,31.228478821403904951,-42.883366865299317676,0.0,-19.346281196171511802
-3.905944351565120808,0.0,0.0,38.380396222681296768,19.411951072990889733,-21.557554044658230712,0.0,0.0,0.0,0.0,39.85541016834985613,0.0,0.0,0.0
-1.3847084756462226222,-6.6956720309488878835,0.0,0.0,0.0,3.9933884485398814948,3.7868089969601824514,0.0,0.0,22.043585204081247608,0.0,7.1651947737745083702,3.6203229726985170812,0.0
1.4103655417442186481,0.0,0.0,0.0,0.0,5.5076255810325388967,2.752914695815467746,0.0,0.0,0.9508512899852884663,2.2895730817276474067,0.0,2.8531783662359914955,-1.3270627741588969192
0.19323913753032682245,0.0,1.330335706472396684,0.0,0.0,1.0174506306648253284,-1.0423799753189089135,1.4750023484230042059,0.0,0.0,0.0,1.2334208190441130482,0.0,0.0
0.0,0.0,1.0,-1.0
